Codigo,Fecha,Solidos Suspendidos,Sólidos Disueltos,Sólidos Sedimentables,Solidos Totales,Alcalinidad,Coliformes Totales,Coliformes Fecales,Dureza Total,Cloruros,Conductividad,DBO,DQO,Fosfatos,Ortofosfatos,GYA,Nitritos,Nitratos,Sulfatos,Turbidez,pH,OD,Temperatura,Silice
-,-,mg/L,mg/L,mg/L,mg/L,mg/L CaCO3,UFC/mL,UFC/mL,mg/L CaCO3,mg/L,µmhos/cm,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,UNT,[H+],mg/L,°C,1
RIO111,04/05/2006,,,,282,,X,X,,12,183,X,X,0.315,,X,0.0039,0.9,10.3,127,7.8,4.4,26.6,1
RIO112,04/05/2006,,,,646,,5000,2300,,61,588,1.65,28.5,0.172,,3.023256,0.006,0.8,66.6,227,7.9,4.2,26.2,1
RIO113,04/05/2006,,,,464,,X,X,,34,343,X,X,0.138,,X,0.006,0.9,63.2,222,7.7,4.3,26.5,1
RIO114,04/05/2006,,,,476,,X,X,,28,351,X,X,0.178,,X,0.0063,0.9,60.9,221,7.5,5,27.6,1
RIO116,04/05/2006,,,,118,,24000,2300,,6,50,0.74,8.8,0.098,,2,0.0041,0.8,0.1,36,7.7,4.2,26.9,1
RIO115,04/05/2006,,,,510,,13000,2300,,26,301,1.61,26.6,0.21,,3.6,0.0064,0.8,53.9,283,7.8,4.1,26,1
RIO102,06/06/2006,,,,322,,13000,5000,,25,336,0.76,X,0.337,,1.304348,0.0111,0.9,35.8,100,8.5,6.5,28.6,1
RIO103,06/06/2006,,,,300,,X,X,,22,331,X,X,0.423,,1.73913,0.0088,0.9,31.4,42,7.8,6.81,28.8,1
RIO106,06/06/2006,,,,318,,X,X,,21,316,X,X,0.408,,0.8695652,0.0104,1.1,46.5,135,7.9,6.32,28.4,1
RIO107,06/06/2006,,,,366,,30000,2600,,24,381,1.64,X,0.364,,1.25,0.0844,1.3,32.7,122,7.2,6.4,28.6,1
RIO109,06/06/2006,,,,408,,3000,1300,,32,406,1.61,X,0.304,,1.666667,0.068,1.5,54.9,148,7.2,6.06,29,1
RIO111,06/06/2006,,,,226,,X,X,,19,273,X,X,0.342,,X,0.0077,0.8,14.4,61,7.8,7.41,27.7,1
RIO112,06/06/2006,,,,370,,30000,13000,,32,408,1.56,X,0.34,,1.73913,0.0084,0.8,53.5,94,7.9,6.83,27.7,1
RIO113,06/06/2006,,,,254,,X,X,,25,339,X,X,0.451,,X,0.0069,0.8,38.3,59,7.6,7,28,1
RIO114,06/06/2006,,,,600,,X,X,,67,312,X,X,0.354,,X,0.0223,0.7,40.2,858,7.8,6.94,28.1,1
RIO115,06/06/2006,,,,306,,13000,1100,,25,349,0.76,X,0.522,,1.935484,0.0057,0.7,35.5,73,8,6.8,27.2,1
RIO102,02/07/2006,,,,458,,9000,3000,,62,716,0.56,1.9,0.334,,1.3,0.004,0.8,135.4,37,8.4,5.3,28.6,1
RIO103,02/07/2006,,,,492,,X,X,,60,713,X,X,0.599,,1,0.0047,0.9,113.8,50,8.4,5.6,28.7,1
RIO106,02/07/2006,,,,514,,X,X,,61,722,X,X,0.545,,1.3,0.0044,1.2,120.5,57,8.4,5.3,29.3,1
RIO107,02/07/2006,,,,552,,9000,5000,,68,738,0.67,X,0.438,,1.2,0.0064,1.5,128.7,64,8.3,5.4,29.9,1
RIO109,02/07/2006,,,,586,,17000,11000,,61,759,0.89,5.9,0.446,,0.8,0.0086,1.5,135.1,78,8,5.5,29.4,1
RIO111,02/07/2006,,,,244,,X,X,,25,373,X,X,0.31,,X,0.0019,0.9,27.6,12,8.2,5.4,29.4,1
RIO112,02/07/2006,,,,570,,11000,5000,,76,843,0.92,1.9,0.437,,1.2,0.0068,1,174.3,18,8.3,5,29,1
RIO113,02/07/2006,,,,474,,X,X,,61,735,X,X,0.472,,X,0.0036,0.9,137.8,19,8.3,5.3,29.3,1
RIO114,02/07/2006,,,,476,,X,X,,62,705,X,X,0.588,,X,0.0045,0.9,137.7,30,8.4,5.2,28.5,1
RIO116,02/07/2006,,,,42,,9000,300,,20,75,0.89,1.6,0.212,,X,0.0066,0.8,0.2,9,8.5,6,31.6,1
RIO115,02/07/2006,,,,466,,13000,8000,,63,705,0.83,4.5,0.413,,1.1,0.0059,0.8,147.3,34,8.4,5.2,28.2,1
RIO102,02/08/2006,,,,426,,8000,3000,,42,524,0.34,X,0.586,,1.4,0.0068,0.8,83.5,72,8.3,5.81,31.3,1
RIO103,02/08/2006,,,,412,,X,X,,41,498,X,X,0.53,,1.9,0.0087,0.9,79.7,110,8.2,5.85,31.5,1
RIO106,02/08/2006,,,,426,,X,X,,42,507,X,X,0.502,,1.4,0.0094,0.8,74.7,138,8.2,5.97,30.1,1
RIO107,02/08/2006,,,,500,,17000,1700,,47,582,0.55,X,0.561,,2,0.0607,1.7,105.5,160,8.2,5.46,31.8,1
RIO109,02/08/2006,,,,500,,13000,700,,49,561,0.42,X,0.557,,3,0.0659,2,87.5,172,8.3,5.39,31.6,1
RIO111,02/08/2006,,,,258,,X,X,,24,354,X,X,0.389,,X,0.0106,0.9,23.2,66,8,5.43,31.3,1
RIO112,02/08/2006,,,,430,,5000,700,,48,581,0.61,X,0.433,,2.1,0.0095,0.8,95,40,8,5.83,31.9,1
RIO113,02/08/2006,,,,442,,X,X,,48,551,X,X,0.398,,X,0.0075,0.9,84.7,60,8,5.96,31.6,1
RIO114,02/08/2006,,,,406,,X,X,,39,491,X,X,0.362,,X,0.0071,0.8,72.2,76,7.9,5.57,31.9,1
RIO115,02/08/2006,,,,420,,11000,800,,44,528,0.67,X,0.404,,1,0.0037,0.9,83.5,72,8,6.18,31.3,1
RIO102,01/09/2006,,,,438,,50000,3000,,32,401,1.73,11.3,0.465,,1,0.0012,0.8,45,194,8.1,6.96,28.7,1
RIO103,01/09/2006,,,,480,,X,X,,31,379,X,X,0.473,,1.1,0.0009,0.8,41.7,240,8.1,6.91,28,1
RIO106,01/09/2006,,,,774,,X,X,,27,352,X,X,0.433,,0.5,0.0017,1,38.1,542,7.9,6.88,27.9,1
RIO107,01/09/2006,,,,636,,50000,7000,,27,352,1.8,X,0.433,,1,0.0017,1,43.2,581,8.1,6.98,28.5,1
RIO109,01/09/2006,,,,724,,50000,13000,,32,378,2.03,41.9,0.388,,1,0.004,1,44.7,737,8.1,6.92,29.9,1
RIO111,01/09/2006,,,,264,,X,X,,23,335,X,X,0.573,,X,0.0078,0.9,17.6,54,8,6.32,28.5,1
RIO112,01/09/2006,,,,382,,24000,13000,,38,468,1.62,16.4,0.479,,1.1,0.0032,0.8,61.5,98,7.7,6.93,27.9,1
RIO113,01/09/2006,,,,406,,X,X,,34,440,X,X,0.479,,X,0.0024,0.7,52.1,105,8,6.14,29.7,1
RIO114,01/09/2006,,,,434,,X,X,,34,416,X,X,0.615,,X,0.0065,1,46.8,142,7.8,6.86,28,1
RIO116,01/09/2006,,,,54,,8000,1100,,6,75,0.92,9.1,0.217,,0.8,0.0037,0.7,1,13,8.8,6.5,29.5,1
RIO115,01/09/2006,,,,390,,90000,9000,,33,405,1.45,18.3,0.606,,1,0.0003,0.7,45.5,183,7.7,6.77,28.1,1
RIO102,04/10/2006,,,,372,,8000,800,,38,434,1.38,21.1,0.512,,0.4,0.0078,0.8,58.1,125,8,5.48,28.9,1
RIO103,04/10/2006,,,,352,,X,X,,30,410,X,X,0.51,,1.4,0.0072,0.7,53.3,129,8,5.86,28.6,1
RIO106,04/10/2006,,,,424,,X,X,,39,438,X,X,0.497,,1.1,0.0053,0.9,58,164,8.1,5.86,28.6,1
RIO107,04/10/2006,,,,370,,13000,200,,39,470,1.59,X,0.358,,0.5,0.0179,1.1,40.6,115,8.2,5.8,29,1
RIO109,04/10/2006,,,,454,,13000,1700,,43,560,1.59,14.2,0.452,,0.7,0.176,1.3,79.9,140,8.1,5.57,29.6,1
RIO111,04/10/2006,,,,264,,X,X,,23,331,X,X,0.611,,X,0.0107,0.9,36,53.6,7.9,5.81,29.7,1
RIO112,04/10/2006,,,,372,,13000,2700,,51,539,1.15,13.3,0.5,,0.8,0.0103,0.7,90.5,70.2,7.7,6.22,29,1
RIO113,04/10/2006,,,,292,,X,X,,39,435,X,X,0.521,,X,0.0093,0.8,59.75,70.8,7.9,5.96,30.7,1
RIO114,04/10/2006,,,,336,,X,X,,38,439,X,X,0.595,,X,0.0078,0.8,55,94,7.9,6.35,28,1
RIO115,04/10/2006,,,,364,,5000,700,,38,439,1.14,18.1,0.493,,1.2,0.0083,0.8,57.4,122,7.5,6.35,28,1
RIO102,03/11/2006,,,,286,,13000,5000,,27,407,0.9,8.6,0.588,,1.2,0.0078,0.9,45.3,49.5,8.4,5.26,27.1,1
RIO103,03/11/2006,,,,296,,X,X,,32,480,X,X,0.671,,X,0.0091,1,76.6,63.2,8.4,5.33,27.3,1
RIO106,03/11/2006,,,,330,,X,X,,33,482,X,X,0.606,,2,0.0098,1,76.3,82.5,8.4,5.4,28.7,1
RIO107,03/11/2006,,,,392,,50000,4000,,31,495,1.14,X,0.6,,2.6,0.0106,1.2,64.3,83.2,8.4,5.73,28.1,1
RIO109,03/11/2006,,,,388,,24000,2700,,39,523,0.93,14.5,0.604,,1.1,0.0102,1.1,93.5,99.7,8.3,5.83,30,1
RIO111,03/11/2006,,,,202,,X,X,,19,294,X,X,0.595,,X,0.0091,1,18.3,28.1,8,5.01,28.1,1
RIO112,03/11/2006,,,,352,,17000,2700,,47,616,0.67,6.1,0.58,,2.4,0.0089,1,74.9,31.6,7.9,5.84,31.6,1
RIO113,03/11/2006,,,,284,,X,X,,38,477,X,X,0.758,,X,0.0071,1,57.9,36.1,8,5.28,30.3,1
RIO114,03/11/2006,,,,288,,X,X,,32,431,X,X,0.59,,X,0.0039,0.9,47.6,52.1,8,5.31,28.7,1
RIO116,03/11/2006,,,,54,,5000,1700,,5,66,0.67,X,0.412,,1.6,0.0076,0.7,0,8.34,8.3,5.62,30.7,1
RIO115,03/11/2006,,,,286,,13000,1400,,32,412,0.63,31.9,1.309,,1.6,0.0069,0.9,46.7,38.7,8,6.24,27.4,1
RIO102,06/12/2006,,,,462,,13000,5000,,28,381,1.46,X,0.254,,1.2,0.0126,1.1,41.7,84.5,7.4,6.19,28,1
RIO103,06/12/2006,,,,1314,,X,X,,17,201,X,X,0.315,,X,X,1,6.4,344,7.4,5.95,28,1
RIO106,06/12/2006,,,,1942,,X,X,,16,186,X,X,0.321,,X,X,1,0.9,487,7.6,6.05,25.7,1
RIO109,06/12/2006,,,,1290,,160000,24000,,22,287,4.33,X,0.288,,0.9,0.0577,1.3,57.1,848,7.4,5.57,24.6,1
RIO111,06/12/2006,,,,434,,X,X,,17,209,X,X,0.266,,X,X,0.9,8.6,127,7.8,6.45,25.9,1
RIO112,06/12/2006,,,,368,,50000,30000,,18,236,1.94,X,0.286,,1.1,0.0085,1,23.2,187,7.7,6.96,26.2,1
RIO113,06/12/2006,,,,892,,X,X,,18,226,X,X,0.31,,X,X,0.8,23.3,204,7.7,5.82,26.1,1
RIO114,06/12/2006,,,,1020,,X,X,,18,230,X,X,0.278,,X,X,0.8,25.7,260,7.7,6.36,25.4,1
RIO115,06/12/2006,,,,1232,,30000,24000,,17,238,2.62,X,0.312,,0.7,0.0094,1.1,24.7,390,7.6,6.88,25.7,1
RIO115,06/06/2006,,,,306,,13000,1100,,25,349,0.76,X,0.522,,1.9,0.0057,0.7,35.5,73,8,6.8,27.2,1
RIO102,05/01/2007,X,,,334,X,8000,8000,,42,558,1.8,X,0.561,,1.3,X,0.6,40.5,13.7,7.5,5.84,25.1,1
RIO103,05/01/2007,X,,,582,X,X,X,,59,872,X,X,0.552,,1.3,X,0.8,192.9,15.1,7.6,5.95,25.2,1
RIO106,05/01/2007,X,,,508,X,X,X,,64,822,X,X,0.593,,X,X,0.6,155.9,26.2,7.6,5.54,25.3,1
RIO107,05/01/2007,X,,,478,X,30000,13000,,64,772,1.5,X,0.245,,X,X,1,95.9,13.6,7.6,5.74,25.2,1
RIO109,05/01/2007,X,,,666,X,5000,3000,,81,972,1.6,X,0.352,,X,X,1.1,192.1,23.9,7.5,6.04,26.1,1
RIO111,05/01/2007,X,,,288,X,X,X,,39,577,X,X,0.6,,X,X,1,37.2,4.3,7.6,6.59,26.6,1
RIO112,05/01/2007,X,,,362,X,24000,24000,,39,597,1.15,X,0.56,,1.8,X,0.9,40,11.6,7.6,6.13,26.7,1
RIO113,05/01/2007,X,,,346,X,X,X,,40,588,X,X,0.681,,X,X,1,37.8,10.2,7.7,6.09,27.9,1
RIO114,05/01/2007,X,,,340,X,X,X,,41,574,X,X,0.66,,X,X,0.8,38.5,10.9,7.7,5.33,27.3,1
RIO116,05/01/2007,X,,,88,X,5000,5000,,6,80,1.21,X,0.163,,X,X,0.6,1,3.46,7.6,6.04,27.9,1
RIO115,05/01/2007,X,,,344,X,24000,5000,,41,578,1.19,X,0.513,,1,X,0.7,45.5,9.02,7.8,5.49,27.6,1
RIO102,20/01/2007,X,,,406,X,3000,2300,,50,642,X,X,0.596,,X,X,0.6,57.7,3.35,8.3,5.95,24.6,1
RIO103,20/01/2007,X,,,792,X,X,X,,80,1074,X,X,0.536,,X,X,0.7,282,9.88,8.2,5.8,24.8,1
RIO109,20/01/2007,X,,,772,X,5000,1700,,92,1092,X,X,0.427,,X,X,0.7,258,18.8,8.2,5.94,26.6,1
RIO112,20/01/2007,X,,,350,X,5000,3000,,43,683,X,X,0.758,,X,X,0.7,61.3,3.72,8.1,5.62,27.1,1
RIO102,01/02/2007,X,,,398,X,2300,800,,50,648,1.3,6.3,0.521,,X,X,0.2,46,7.06,8.4,8,29.8,1
RIO103,01/02/2007,X,,,912,X,X,X,,80,1098,X,X,0.536,,X,X,0.3,279,7.47,8.3,7.57,29.4,1
RIO106,01/02/2007,X,,,912,X,X,X,,75,909,X,X,0.534,,X,X,0.4,160,4.5,8.2,8.14,27.1,1
RIO107,01/02/2007,X,,,662,X,24000,24000,,75,891,0.8,X,0.359,,X,X,0.9,146,8.6,8,7.34,28.7,1
RIO109,01/02/2007,X,,,872,X,3000,3000,,97,1162,1,6.8,0.214,,X,X,0.9,286,8.6,8.2,8.14,27.1,1
RIO111,01/02/2007,X,,,426,X,X,X,,50,668,X,X,0.641,,X,X,1.2,47.5,5.14,8.1,8.16,29.6,1
RIO112,01/02/2007,X,,,392,X,2300,2300,,46,468,1.1,6,0.562,,X,X,0.8,46.4,4.16,8.3,8.22,27.4,1
RIO113,01/02/2007,X,,,404,X,X,X,,46,651,X,X,0.653,,X,X,0.7,44.7,4.79,8.4,8.09,30.4,1
RIO114,01/02/2007,X,,,426,X,X,X,,49,670,X,X,0.642,,X,X,0.3,45.3,7.98,8.3,7.36,27,1
RIO115,01/02/2007,X,,,422,X,2300,400,,51,670,1.9,6.7,0.74,,X,X,0.2,45.8,4.01,8.4,8.06,27,1
RIO102,06/03/2007,1.5,,,432,238,24000,5000,,64,745,2.4,X,0.491,,0.67,0,0.5,56.1,6.04,8.2,8.56,28.2,1
RIO103,06/03/2007,1.5,,,460,260,X,X,,79,800,X,X,0.534,,1.74,0.00031,0.7,70.1,5.44,8.2,8.56,28.2,1
RIO106,06/03/2007,1.75,,,540,252,X,X,,84,878,X,X,0.451,,1.6,0.00011,0.7,96.5,3.8,8,8.1,26.9,1
RIO107,06/03/2007,1.75,,,578,238,24000,5000,,80,840,1.9,X,0.26,,1.2,0.00076,0.7,92.5,6.39,8.4,8.57,29.6,1
RIO109,06/03/2007,2.25,,,600,219,8000,3000,,96,935,2.4,26.2,0.241,,0.8,0.00016,0.7,137,8.43,8.3,8.57,30.9,1
RIO111,06/03/2007,3,,,428,270,2200,1300,,62,771,1.8,22.7,0.937,,1.4,0.00014,0.7,59.7,8.4,8.1,8.54,29,1
RIO112,06/03/2007,1.5,,,398,276,X,X,,68,731,X,X,0.79,,X,0.00031,0.6,53.2,3.12,8.5,8.37,27.5,1
RIO113,06/03/2007,3.25,,,382,255,X,X,,60,709,X,X,0.561,,X,0.00022,0.7,53.3,3.78,8.7,8.63,31.6,1
RIO114,06/03/2007,2.5,,,426,256,X,X,,65,745,X,X,0.697,,X,0.00021,0.5,55.9,3.8,8.2,7.62,26,1
RIO116,06/03/2007,1,,,20,52,1300,800,,6,101,1.2,21.3,0.263,,0.8,0.00027,0.7,3.3,2.15,8.2,8.55,29,1
RIO115,06/03/2007,2.75,,,420,240,28000,8000,,64,731,1.9,23.9,0.511,,1.2,0,0.6,55.7,4.64,8.2,7.76,26.2,1
RIO102,02/04/2007,116,,,336,160,24000,400,,25,429,0.72,X,0.395,,2,0.00011,0.8,34.16,104,7.9,5.96,30,1
RIO103,02/04/2007,78,,,404,161,X,X,,23,548,X,x,0.368,,1.333333,0,0.8,73.68,108,8,5.67,29.6,1
RIO106,02/04/2007,83,,,394,150,X,X,,25,548,X,X,0.319,,1.153846,0,0.8,68.12,119,8.1,5.56,29,1
RIO107,02/04/2007,105,,,458,162,30000,2200,,30,520,0.95,X,0.32,,1.6,0.0014,0.9,73.2,142,8.2,6.07,28.9,1
RIO109,02/04/2007,104,,,460,148,17000,400,,31,548,1.05,X,0.342,,0.76,0.0026,1,115.5,126,8.3,5.9,29,1
RIO111,02/04/2007,40,,,278,190,50000,50000,,26,433,4.27,16.2,0.423,,1.2,0,0.9,30.48,64.6,7.9,5.46,31.8,1
RIO112,02/04/2007,44,,,288,166,X,X,,23,416,X,X,0.447,,X,0,0.8,22.36,66.5,7.9,5.38,30,1
RIO113,02/04/2007,100,,,284,166,X,X,,25,419,X,X,0.382,,X,0,0.8,21.04,78.5,8,5.09,29.8,1
RIO114,02/04/2007,62,,,342,162,X,X,,18,403,X,X,0.379,,X,0,0.8,32.81,108,8,5.37,29.9,1
RIO115,02/04/2007,79,,,306,163,14000,5000,,24,410,1.7,X,0.343,,2,0.0004,0.8,33.76,97.5,8.1,5.22,28.8,1
RIO103,23/04/2007,X,,,570,X,X,X,,20,340,1.99,27.8,0.406,,X,X,1,11,320,7.8,7.94,27.5,1
RIO102,23/04/2007,X,,,462,X,5000,3000,,17,336,1.59,25.6,0.437,,X,X,1.2,9,230,8.2,7.75,26.4,1
RIO109,23/04/2007,X,,,800,X,5000,2300,,22,373,2.25,28.8,0.303,,X,X,1.5,33.3,456,8,7.48,26.5,1
RIO111,23/04/2007,X,,,246,X,24000,5000,,16,260,2.07,20.9,0.376,,X,X,1,4.5,119,8.1,7.84,26.7,1
RIO102,02/05/2007,51.7,,,310,130,170000,7000,,24,401,0.55,11.5,0.367,,1.87,0.0001,0.9,38.2,54,7.6,7.1,29.3,1
RIO103,02/05/2007,113.7,,,306,135,X,X,,24,396,X,X,0.331,,1.88,0.0002,0.8,36,51.5,7.6,7.06,29.3,1
RIO106,02/05/2007,82,,,300,140,X,X,,25,378,X,X,0.336,,1.43,0,0.7,35,51.8,7.6,7.42,28.7,1
RIO107,02/05/2007,93,,,348,150,17000,3000,,22,428,0.61,X,0.419,,2,0.0007,0.9,40.6,85,7.7,7.4,29.9,1
RIO109,02/05/2007,69,,,364,150,17000,2300,,22,426,0.69,7,0.426,,1.5,0.0002,0.9,48.1,85.3,7.7,7.06,30.7,1
RIO111,02/05/2007,37.7,,,228,115,30000,8000,,19,357,0.6,9.3,0.397,,1.04,0.0005,0.8,25.6,34.3,7.8,6.96,30.1,1
RIO112,02/05/2007,24,,,222,130,X,X,,26,445,X,X,0.419,,X,0.0007,0.8,46.4,12.8,7.8,7.06,30.7,1
RIO113,02/05/2007,35.5,,,282,130,X,X,,27,435,X,X,0.396,,X,0.0002,0.8,45.6,31.5,7.8,6.37,30.7,1
RIO114,02/05/2007,32.7,,,276,140,X,X,,29,443,X,X,0.352,,X,0,0.8,45.1,26.8,7.9,7.16,30.6,1
RIO116,02/05/2007,9.7,,,44,30,50000,800,,7,82,0.25,5,0.212,,1.03,0,0.6,0.9,7.5,8.6,8.27,32,1
RIO115,02/05/2007,49.7,,,312,145,17000,200,,26,420,0.35,9.9,0.348,,1.61,0,0.8,38.1,54.8,7.9,7.8,28.5,1
RIO103,23/05/2007,X,,,318,X,X,X,,29,300,X,18.3,0.335,,X,X,0.8,39.9,98.6,7.3,6.71,30.7,1
RIO107,23/05/2007,X,,,384,X,2300,200,,31,335,5.56,18.5,0.321,,X,X,1,48.4,145,7.6,6.94,30,1
RIO109,23/05/2007,X,,,400,X,5000,200,,32,345,2.35,19.7,0.308,,X,X,1,47.1,151,7.5,6.81,30.2,1
RIO111,23/05/2007,X,,,184,X,3000,200,,17,236,1.98,16.2,0.32,,X,X,0.9,14.1,38.7,7.8,6.69,26,1
RIO115,23/05/2007,X,,,314,X,2700,200,,28,342,1.97,24.6,0.308,,X,X,0.9,38.7,96.5,7.8,6.69,26.4,1
RIO102,04/06/2007,302,,,456,150,24000,1300,,18,281,1.9,X,0.398,,3.02,0.0119,1,25.2,205,7.3,6.2,27.9,1
RIO103,04/06/2007,329,,,502,155,X,X,,20,295,X,X,0.458,,2.33,0.0151,1.3,31.6,319,7.2,6.1,27.9,1
RIO106,04/06/2007,414,,,574,155,X,X,,20,295,X,X,0.458,,2.27,0.0151,1.3,31.6,319,7.1,5.9,27.8,1
RIO107,04/06/2007,438,,,646,170,13000,2300,,25,364,2.3,23.8,0.512,,2.84,0.0189,1.6,48,360,7.5,5.9,29.2,1
RIO109,04/06/2007,629,,,976,170,30000,5000,,25,355,2.5,25.2,0.538,,1.82,0.0188,1.6,48.5,442,7.5,6,29,1
RIO111,04/06/2007,88,,,254,190,13000,2300,,18,253,1.5,13.6,0.389,,2.03,0.0021,0.8,16.7,79.5,8,7.19,27.5,1
RIO112,04/06/2007,117,,,330,170,X,X,,19,297,X,X,0.397,,X,0.0037,1,28.9,100,7.9,7.28,26.9,1
RIO113,04/06/2007,153,,,356,160,X,X,,17,284,X,X,0.415,,X,0.0036,0.9,24.2,120,7.9,7.03,26.9,1
RIO114,04/06/2007,232,,,406,160,X,X,,18,293,X,X,0.394,,X,0.0072,1.1,25.5,186,7.9,7.12,26.4,1
RIO115,04/06/2007,239,,,408,175,24000,3000,,18,288,1.5,17.6,0.398,,2.16,0.0131,1,26.1,168,8,6.94,26.1,1
RIO103,19/06/2007,X,,,340,X,X,X,,23,358,X,X,0.422,,X,X,0.9,29.1,95.7,8,6.96,28.6,1
RIO107,19/06/2007,X,,,386,X,5000,2300,,31,453,1.3,X,0.362,,X,X,1.2,42.1,101,8.1,6.3,29.3,1
RIO109,19/06/2007,X,,,540,X,8000,5000,,45,611,1.5,19.4,0.348,,X,X,1.1,X,101,8.1,6.2,29.2,1
RIO111,19/06/2007,X,,,232,X,7000,2300,,21,304,1.1,10.8,0.311,,X,X,0.8,22.5,24.6,7.7,6.18,29,1
RIO115,19/06/2007,X,,,290,X,13000,1700,,24,352,1.3,13.5,0.329,,X,X,0.9,28.1,50.6,8,6.98,29,1
RIO103,04/07/2007,99,,,260,109,X,X,,22,287,X,X,0.397,,1.2,0.0017,0.9,23.7,92.7,7.3,8.05,28.7,1
RIO106,04/07/2007,129.5,,,276,99,X,X,,23,287,X,X,0.392,,1.33,0.0041,0.9,25.1,125,7.3,7.69,29.1,1
RIO107,04/07/2007,166.5,,,338,113,1200,200,,29,343,2.3,X,0.389,,2.22,0.004,0.7,28.2,126,7.4,6.55,28.6,1
RIO109,04/07/2007,85.5,,,418,100,1700,200,,32,381,2,20.2,0.441,,2.38,0.0091,0.8,54.1,139,7.4,6.3,29.5,1
RIO111,04/07/2007,35,,,210,115,14000,1400,,22,264,1.7,X,0.405,,1.14,0.0146,0.6,20.5,39.6,8,6.82,30,1
RIO112,04/07/2007,39,,,230,112,X,X,,23,281,X,X,0.332,,X,0.0187,0.5,21.3,41,7.8,6.58,29.3,1
RIO113,04/07/2007,32,,,268,110,X,X,,21,287,X,X,0.333,,X,0.0129,0.5,23.3,52.5,8,6.55,29.2,1
RIO114,04/07/2007,61.5,,,272,110,X,X,,24,288,X,X,0.372,,X,0.0017,0.6,23.5,58.2,8.1,7.08,28.6,1
RIO116,04/07/2007,26.7,,,78,22,24000,1700,,4,66,1.6,7,0.07,,0.67,0.0015,0.8,0.3,8.26,8.1,7.81,30.3,1
RIO115,04/07/2007,67,,,260,110,24000,1700,,23,282,1.5,17.5,0.396,,1.36,0.0075,0.6,24.5,73.5,8,7.21,27.6,1
RIO103,19/07/2007,10.25,,,406,229,X,X,,47,778,X,X,0.632,,X,0.0119,0.7,47,14.7,8.4,7.64,28.7,1
RIO107,19/07/2007,20.25,,,408,230,30000,1300,,55,826,X,12.4,0.47,,X,0.0175,0.7,49,24.7,8.4,7.55,31.1,1
RIO109,19/07/2007,16.75,,,558,237,30000,7000,,72,1018,2,22.5,0.523,,X,0.0096,0.6,159.5,24,8.5,7.93,31.1,1
RIO111,19/07/2007,9,,,364,197,30000,5000,,43,737,1.7,X,0.707,,X,0.0149,0.7,56,12,8.1,7.43,30,1
RIO115,19/07/2007,12.25,,,422,220,17000,1700,,45,778,X,X,0.613,,X,0.0115,0.8,38,13.1,8.4,7.79,29.7,1
RIO102,03/08/2007,450.7,,,382,155,5000,200,,41,468,0.95,17.1,0.575,,1.11,0.008,0.6,34.5,74.6,8.1,5.27,29.1,1
RIO103,03/08/2007,70.7,,,434,163,X,X,,44,491,X,X,0.65,,1.74,0.0087,0.7,49.3,83.6,8,5.38,29.8,1
RIO106,03/08/2007,79,,,462,156,X,X,,45,546,X,X,0.626,,1.79,0.0078,0.6,63.8,99.8,7.8,5.11,31.8,1
RIO107,03/08/2007,107,,,450,171,13000,3000,,49,548,1,17.5,0.438,,1.71,0.0113,0.8,68,128,7.8,5.15,31.5,1
RIO109,03/08/2007,81.5,,,416,150,2700,1300,,46,573,1.21,17.1,0.501,,1.42,0.0114,0.8,72,96.3,7.9,5.22,32.8,1
RIO111,03/08/2007,24.5,,,346,149,8000,2200,,54,435,2.48,17.3,0.52,,1,0.0097,0.6,26.9,35.1,7.9,4.52,30.2,1
RIO112,03/08/2007,38.5,,,358,155,X,X,,41,468,X,X,0.575,,X,0.008,0.6,34.5,74.6,8.3,5.05,27.6,1
RIO113,03/08/2007,37.3,,,356,170,X,X,,35,489,X,X,0.613,,X,0.0058,0.6,29.3,47.3,7.9,4.81,30.5,1
